"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"SEC-261","Security Testing","Progress & Analytics","Level up every 300 XP — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-262","Security Testing","Progress & Analytics","Level up every 300 XP — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-263","Security Testing","Progress & Analytics","Level up every 300 XP — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-264","Security Testing","Progress & Analytics","Level up every 300 XP — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-265","Security Testing","Progress & Analytics","Streak increment — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-266","Security Testing","Progress & Analytics","Streak increment — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-267","Security Testing","Progress & Analytics","Streak increment — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-268","Security Testing","Progress & Analytics","Streak increment — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-269","Security Testing","Progress & Analytics","Streak increment — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-270","Security Testing","Progress & Analytics","Streak increment — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-271","Security Testing","Progress & Analytics","Streak increment — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-272","Security Testing","Progress & Analytics","Streak increment — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-273","Security Testing","Quizzes & Assessments","Book a session — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-274","Security Testing","Quizzes & Assessments","Book a session — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-275","Security Testing","Quizzes & Assessments","Book a session — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-276","Security Testing","Quizzes & Assessments","Book a session — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-277","Security Testing","Quizzes & Assessments","Book a session — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-278","Security Testing","Quizzes & Assessments","Book a session — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-279","Security Testing","Quizzes & Assessments","Book a session — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-280","Security Testing","Quizzes & Assessments","Book a session — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-281","Security Testing","Quizzes & Assessments","Auto meeting-link — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-282","Security Testing","Quizzes & Assessments","Auto meeting-link — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-283","Security Testing","Quizzes & Assessments","Auto meeting-link — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-284","Security Testing","Quizzes & Assessments","Auto meeting-link — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-285","Security Testing","Quizzes & Assessments","Auto meeting-link — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-286","Security Testing","Quizzes & Assessments","Auto meeting-link — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-287","Security Testing","Quizzes & Assessments","Auto meeting-link — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-288","Security Testing","Quizzes & Assessments","Auto meeting-link — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-289","Security Testing","Quizzes & Assessments","View session history — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-290","Security Testing","Quizzes & Assessments","View session history — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-291","Security Testing","Quizzes & Assessments","View session history — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-292","Security Testing","Quizzes & Assessments","View session history — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-293","Security Testing","Quizzes & Assessments","View session history — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-294","Security Testing","Quizzes & Assessments","View session history — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-295","Security Testing","Quizzes & Assessments","View session history — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-296","Security Testing","Quizzes & Assessments","View session history — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-297","Security Testing","Quizzes & Assessments","Update session status — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-298","Security Testing","Quizzes & Assessments","Update session status — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-299","Security Testing","Quizzes & Assessments","Update session status — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-300","Security Testing","Quizzes & Assessments","Update session status — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-301","Security Testing","Quizzes & Assessments","Update session status — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-302","Security Testing","Quizzes & Assessments","Update session status — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-303","Security Testing","Quizzes & Assessments","Update session status — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-304","Security Testing","Quizzes & Assessments","Update session status — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-305","Security Testing","Quizzes & Assessments","Session notification — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-306","Security Testing","Quizzes & Assessments","Session notification — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-307","Security Testing","Quizzes & Assessments","Session notification — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-308","Security Testing","Quizzes & Assessments","Session notification — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-309","Security Testing","Quizzes & Assessments","Session notification — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-310","Security Testing","Quizzes & Assessments","Session notification — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-311","Security Testing","Quizzes & Assessments","Session notification — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-312","Security Testing","Quizzes & Assessments","Session notification — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-313","Security Testing","Performance Reports","Submit feedback — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-314","Security Testing","Performance Reports","Submit feedback — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-315","Security Testing","Performance Reports","Submit feedback — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-316","Security Testing","Performance Reports","Submit feedback — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-317","Security Testing","Performance Reports","Submit feedback — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-318","Security Testing","Performance Reports","Submit feedback — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-319","Security Testing","Performance Reports","Submit feedback — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-320","Security Testing","Performance Reports","Submit feedback — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-321","Security Testing","Performance Reports","Duplicate feedback prevention — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
"SEC-322","Security Testing","Performance Reports","Duplicate feedback prevention — TAMPERED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[TAMPERED] tampered -> 401","2026-08-05T23:35:22.587Z"
"SEC-323","Security Testing","Performance Reports","Duplicate feedback prevention — EXPIRED","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPIRED] expired -> 401","2026-08-05T23:35:22.587Z"
"SEC-324","Security Testing","Performance Reports","Duplicate feedback prevention — ESCALATION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[ESCALATION] no elevated role required","2026-08-05T23:35:22.587Z"
"SEC-325","Security Testing","Performance Reports","Duplicate feedback prevention — HASHING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HASHING] login-ok=true, wrong-rejected=true, no-plaintext-in-response=true","2026-08-05T23:35:22.587Z"
"SEC-326","Security Testing","Performance Reports","Duplicate feedback prevention — INJECTION","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[INJECTION] NoSQL operator login -> 500, token=false","2026-08-05T23:35:22.587Z"
"SEC-327","Security Testing","Performance Reports","Duplicate feedback prevention — XSS","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[XSS] payload stored verbatim (React escapes on render, no server-side execution) -> 200","2026-08-05T23:35:22.587Z"
"SEC-328","Security Testing","Performance Reports","Duplicate feedback prevention — EXPOSURE","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[EXPOSURE] password hash leaked=false","2026-08-05T23:35:22.587Z"
"SEC-329","Security Testing","Performance Reports","Teacher rating recalculation — MISSINGTOK","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSINGTOK] no token -> 401","2026-08-05T23:35:22.587Z"
